,Unnamed: 0,gameID,tc,timeclass,w_accuracy,b_accuracy,w_rating,b_rating,w_result,b_result,w_user,b_user,w_rapid_wins,w_rapid_losses,w_rapid_draws,w_blitz_rating,w_blitz_wins,w_blitz_losses,w_blitz_draws,w_bullet_rating,w_bullet_wins,w_bullet_losses,w_bullet_draws,w_tactics_rating,w_rush_rating,b_rapid_rating,b_rapid_wins,b_rapid_losses,b_rapid_draws,b_blitz_rating,b_blitz_wins,b_blitz_losses,b_blitz_draws,b_bullet_rating,b_bullet_wins,b_bullet_losses,b_bullet_draws,b_tactics_rating,b_rush_rating,w_rapid_rating,moves,opening
22,22,56923213617,600,rapid,NULL,NULL,663,652,resigned,win,deadasswakandaman,14zenxthzz,66.0,51.0,8.0,506.0,9.0,15.0,1.0,434.0,8.0,13.0,0.0,927.0,NULL,652.0,131.0,108.0,15.0,517.0,8.0,17.0,2.0,489.0,34.0,33.0,0.0,433.0,NULL,685.0,1. d4  1... e5  2. Nc3  2... Qe7  3. Nf3  3... exd4  4. Qxd4  4... Nc6  5. Bg5  5... f6  6. Qe4  6... fxg5  7. Qxe7+  7... Bxe7  8. Nxg5  8... Bxg5  9. Ne4  9... Nd4  10. Nxg5  10... Nxc2+  11. Kd1  11... Nxa1  12. Ne4  12... Nf6  13. Nd2  13... O-O  14. e3  14... d6  15. Bc4+  15... Kh8  16. Re1  16... Bd7  17. Ke2  17... Nc2  18. Rc1  18... Nb4  19. a3  19... Na6  20. b4  20... Rac8  21. g3  21... g5  22. Nf3  22... Kg7  23. Nxg5  23... Kg6  24. Nf3  24... h5  25. Bd3+  25... Kh6  26. b5  26... Nc5  27. Bc2  27... Bxb5+  28. Ke1  28... Bd3  29. Bd1  29... b5  30. Nd4  30... Rg8  31. Rc3  31... a6  32. Bb3  32... Nfe4  33. Bxg8  33... Nxc3  34. Nf5+  34... Bxf5  0-1,Van-Geet-Opening-Reversed-Nimzowitsch-Variation-2.d4
23,23,17466168083,600,rapid,54.55109063459767,90.8473346095694,514,665,resigned,win,1536912315,sbalaraman,0.0,2.0,0.0,638.0,0.0,1.0,0.0,NULL,NULL,NULL,NULL,1369.0,11.0,581.0,4.0,13.0,1.0,943.0,0.0,2.0,0.0,858.0,0.0,3.0,0.0,1193.0,NULL,514.0,1. e4  1... e5  2. Qh5  2... Nf6  3. Qxe5+  3... Be7  4. Nc3  4... Nc6  5. Qg5  5... O-O  6. d3  6... Nxe4  7. Nxe4  7... Bxg5  8. Nxg5  8... Qe8+  9. Be3  9... h6  10. Ne4  10... d5  11. Nc5  11... d4  12. O-O-O  12... dxe3  13. Re1  13... exf2  14. Rxe8  14... Rxe8  15. Ne2  15... Bg4  16. Ne4  16... Bxe2  17. Bxe2  17... Nb4  18. Kd2  18... f5  19. Nxf2  19... Re7  20. d4  20... Rae8  21. Bc4+  21... Kh8  22. Nd3  22... Nxd3  23. cxd3  23... Re2+  24. Kd1  24... Rxg2  25. Re1  25... Rd8  26. Be6  26... Rxb2  27. Bxf5  27... Rxh2  28. Bg6  28... Rxa2  29. Re8+  29... Rxe8  30. Bxe8  30... Ra3  31. Kc2  31... Ra2+  32. Kb3  32... Rh2  33. d5  33... g5  34. Kc4  34... g4  35. Kc5  35... g3  36. d6  36... cxd6+  37. Kxd6  37... g2  0-1,Kings-Pawn-Opening-Wayward-Queen-Kiddie-Countergambit
24,24,371624967,1/86400,daily,NULL,NULL,400,1784,timeout,win,15703413507abcd,arwo101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,387.0,NULL,1109.0,30.0,18.0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2293.0,36.0,NULL,1. a3  1... d5  0-1,Anderssen-Opening
25,25,56647757905,300,blitz,NULL,NULL,1386,1357,insufficient,insufficient,EnchantingDestroyer,17LiD,428.0,420.0,41.0,1392.0,4091.0,4123.0,356.0,NULL,NULL,NULL,NULL,435.0,NULL,1355.0,22.0,14.0,1.0,1357.0,575.0,522.0,73.0,1510.0,738.0,714.0,67.0,2814.0,48.0,1380.0,1. e4  1... e5  2. Nf3  2... Bc5  3. Bc4  3... Nc6  4. d4  4... exd4  5. Ng5  5... Nh6  6. Nf3  6... Ng4  7. h3  7... Nge5  8. Nxe5  8... Nxe5  9. Bd5  9... c6  10. Bb3  10... Qf6  11. f4  11... Ng6  12. f5  12... Qh4+  13. Kf1  13... d3  14. Qf3  14... Ne5  15. Qf4  15... Qxf4+  16. Bxf4  16... dxc2  17. Bxc2  17... Nc4  18. Bb3  18... Nb6  19. e5  19... d6  20. e6  20... fxe6  21. fxe6  21... Nd5  22. Nc3  22... Bxe6  23. Re1  23... Nxf4  24. Bxe6  24... Nxe6  25. Rxe6+  25... Kd7  26. Re4  26... Rhf8+  27. Ke2  27... Rae8  28. Rxe8  28... Rxe8+  29. Kd3  29... Re3+  30. Kc2  30... Ke6  31. Rf1  31... Re5  32. Rf8  32... Rf5  33. Re8+  33... Kd7  34. Rg8  34... Rf2+  35. Kb3  35... Rxg2  36. Rb8  36... Kc7  37. Rf8  37... d5  38. Rf7+  38... Kb6  39. Na4+  39... Kb5  40. Rxb7+  40... Ka5  41. Nxc5  41... Rg3+  42. Kc2  42... Rg2+  43. Kc3  43... Rg3+  44. Nd3  44... Ka6  45. Rc7  45... Kb6  46. Rf7  46... c5  47. Kc2  47... Rg2+  48. Rf2  48... Rg3  49. Rf7  49... c4  50. Nb4  50... Rg2+  51. Kd1  51... Rxb2  52. Nxd5+  52... Kc5  53. Nc3  53... Rg2  54. Rxa7  54... Kb4  55. Nd5+  55... Kc5  56. Nc3  56... Rg1+  57. Ke2  57... Rc1  58. Ne4+  58... Kd4  59. Ng5  59... c3  60. Nf3+  60... Kc4  61. Rc7+  61... Kb4  62. Rb7+  62... Kc4  63. Ne1  63... Ra1  64. Rxg7  64... Rxa2+  65. Kf1  65... h5  66. Rh7  66... Ra1  67. Rxh5  67... c2  68. Rh4+  68... Kc3  69. Rh8  69... Kd2  70. Rc8  70... Rxe1+  71. Kg2  71... c1=Q  72. Rxc1  72... Rxc1  73. Kg3  73... Ke3  74. Kg4  74... Rg1+  75. Kf5  75... Kf3  76. h4  76... Rh1  77. Kg5  77... Kg3  78. h5  78... Rg1  79. Kf6  79... Kg4  80. h6  80... Rh1  81. Kg7  81... Kg5  82. h7  82... Rxh7+  83. Kxh7  1/2-1/2,Kings-Pawn-Opening-Kings-Knight-Busch-Gass-Gambit
26,26,56855378543,300,blitz,NULL,NULL,515,472,win,resigned,sudiptamukherjee83,1919qqqq777,1775.0,1819.0,73.0,522.0,1146.0,1155.0,46.0,1030.0,0.0,1.0,0.0,822.0,NULL,700.0,92.0,115.0,7.0,472.0,29.0,66.0,3.0,620.0,27.0,49.0,0.0,423.0,NULL,698.0,1. e4  1... e5  2. Nf3  2... Nc6  3. Bc4  3... Bc5  4. d3  4... d6  5. Ng5  5... h6  6. Nxf7  1-0,Giuoco-Piano-Game-Giuoco-Pianissimo-Variation
27,27,56877615079,600,rapid,NULL,NULL,822,750,win,resigned,19638llltran,Rakesh1103,784.0,760.0,78.0,398.0,0.0,3.0,0.0,NULL,NULL,NULL,NULL,448.0,NULL,750.0,4.0,10.0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,829.0,1. e4  1... e5  2. d4  2... d5  3. dxe5  3... dxe4  4. Qxd8+  4... Kxd8  5. Be3  5... h5  6. Nc3  6... h4  7. h3  7... Nf6  8. O-O-O+  8... Bd7  9. f3  9... Nc6  10. fxe4  10... Nxe5  11. Nd5  11... c6  12. Nxf6  12... gxf6  13. Nf3  13... Nxf3  14. gxf3  14... c5  15. a3  15... a5  16. Bg2  16... Rg8  17. Rhg1  17... f5  18. exf5  18... Rg5  19. Bxg5+  19... Ke8  20. f6  1-0,Center-Game-Beyer-Gambit
28,28,56904558851,600,rapid,NULL,NULL,1149,1112,win,checkmated,ssdt70,196rus,1673.0,1639.0,112.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1112.0,893.0,908.0,90.0,1070.0,278.0,290.0,26.0,926.0,0.0,1.0,0.0,1298.0,6.0,1156.0,1. e4  1... d5  2. exd5  2... Qxd5  3. Nc3  3... Qe6+  4. Be2  4... b6  5. Nf3  5... Bb7  6. O-O  6... Na6  7. d3  7... Nc5  8. b4  8... Na6  9. Bb2  9... h6  10. a3  10... Nf6  11. Nd4  11... Qc8  12. Bf3  12... Bxf3  13. Qxf3  13... e6  14. Nc6  14... Qb7  15. d4  15... Nd5  16. b5  16... Nb8  17. Nxd5  17... exd5  18. Qxd5  18... Nxc6  19. bxc6  19... Qc8  20. Qe4+  20... Be7  21. Rfe1  21... O-O  22. Qxe7  22... Qf5  23. Qxc7  23... Qxc2  24. Rab1  24... Rfe8  25. h3  25... Rxe1+  26. Rxe1  26... Qxb2  27. Qd7  27... Qc2  28. d5  28... Qc3  29. Re8+  29... Rxe8  30. Qxe8+  30... Kh7  31. d6  31... Qxa3  32. d7  32... Qa1+  33. Kh2  33... a5  34. d8=Q  34... a4  35. Qd3+  35... g6  36. Qxf7+  36... Kh8  37. Qd8#  1-0,Scandinavian-Defense-Mieses-Kotrc-Variation-3.Nc3
29,29,56899896655,180,blitz,NULL,NULL,1672,1665,resigned,win,1982tcy,ybozardic,18.0,6.0,1.0,1672.0,11408.0,13163.0,800.0,NULL,NULL,NULL,NULL,1149.0,14.0,1453.0,57.0,52.0,7.0,1683.0,8211.0,8072.0,729.0,NULL,NULL,NULL,NULL,847.0,15.0,1453.0,1. e4  1... e5  2. Nf3  2... Nc6  3. d4  3... exd4  4. Nxd4  4... Qf6  5. Nxc6  5... Qxc6  6. Nc3  6... Bb4  7. Qd3  7... Bxc3+  8. bxc3  8... Nf6  9. f3  9... a6  10. Bg5  10... O-O  11. Be2  11... h6  12. Bh4  12... Re8  13. O-O  13... d5  14. exd5  14... Nxd5  15. c4  15... Nb4  16. Qb3  16... Rxe2  17. Qxb4  17... Be6  18. c5  18... Re8  19. Rae1  19... Bf5  20. Rxe2  20... Rxe2  21. c3  21... Bd3  22. Rd1  22... Bb5  23. a4  23... Bxa4  24. Rd8+  24... Kh7  25. Qc4  25... Bb5  26. Qf4  26... Qxc5+  27. Kf1  27... Re4+  0-1,Scotch-Game-3...exd4-4.Nxd4-Qf6
30,30,54746713857,900+10,rapid,76.04,84.23,1554,1560,resigned,win,Ole2,1983Lin,4392.0,3917.0,951.0,1291.0,5.0,7.0,0.0,NULL,NULL,NULL,NULL,1708.0,NULL,1560.0,21.0,17.0,6.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1604.0,1. e4  1... c5  2. c3  2... d6  3. Bb5+  3... Nc6  4. d4  4... cxd4  5. cxd4  5... a6  6. Bxc6+  6... bxc6  7. Nc3  7... Nf6  8. Nf3  8... g6  9. O-O  9... Bg7  10. e5  10... Nd5  11. exd6  11... Qxd6  12. Ne4  12... Qc7  13. Re1  13... O-O  14. Ne5  14... Bf5  15. Nc5  15... Rfd8  16. Qf3  16... Qb6  17. g4  17... Bxe5  18. gxf5  18... Bxd4  19. fxg6  19... hxg6  20. Na4  20... Qb4  21. Nc3  21... Nxc3  22. bxc3  22... Bxc3  23. Re4  23... Qxe4  24. Qxe4  24... Bxa1  25. Ba3  25... Rd1+  26. Kg2  26... Bf6  27. Bxe7  27... Bxe7  28. Qxe7  28... Rad8  29. Qc5  29... R1d2  30. Qb6  30... Re8  31. Qxc6  31... Ree2  32. Qc8+  32... Kg7  33. Qc3+  33... Kh7  34. Qh3+  34... Kg7  35. Qc3+  35... Kh6  36. Qh3+  36... Kg5  37. Qg3+  37... Kf5  38. a4  38... Rxf2+  39. Qxf2+  39... Rxf2+  40. Kxf2  40... Kf4  41. h3  41... g5  42. a5  42... f6  43. Kg2  43... Ke4  44. Kg3  44... f5  45. Kf2  45... Kf4  46. Kg2  46... Ke4  47. Kf2  47... Kd4  48. Kg3  48... Kc4  49. h4  49... gxh4+  50. Kxh4  50... Kb5  51. Kg5  51... Kxa5  52. Kxf5  52... Kb4  53. Ke4  53... a5  54. Kd3  54... Kb3  55. Kd2  55... Kb2  56. Kd3  56... a4  0-1,Sicilian-Defense-Alapin-Variation-2...d6
31,31,56911890389,120+1,bullet,NULL,NULL,2002,2134,resigned,win,jaroslavek,1989someone,NULL,NULL,NULL,2150.0,197.0,131.0,15.0,2002.0,177.0,143.0,20.0,NULL,NULL,2351.0,61.0,9.0,6.0,2335.0,69.0,11.0,10.0,2134.0,865.0,232.0,54.0,3152.0,66.0,NULL,1. d4  1... d5  2. c4  2... dxc4  3. Nf3  3... e6  4. Nc3  4... c5  5. e3  5... cxd4  6. exd4  6... Nf6  7. Bxc4  7... Be7  8. O-O  8... O-O  9. h3  9... a6  10. a4  10... Nc6  11. Be3  11... Nb4  12. Qd2  12... Bd7  13. Ne5  13... Bc6  14. Nxc6  14... bxc6  15. b3  15... a5  16. Rae1  16... Nbd5  17. Nd1  17... Bb4  18. Qe2  18... Bxe1  19. Rxe1  19... Rb8  20. Bg5  20... h6  21. Bh4  21... Nf4  22. Qe3  22... Ng6  23. Bg3  23... Nd5  24. Qf3  24... Rb4  25. Ne3  25... Qf6  26. Qxf6  26... gxf6  27. Bd6  27... Rd8  28. Bxb4  28... Nxb4  29. Rd1  29... Nf4  30. Kf1  30... Kg7  31. h4  31... Rc8  32. g3  32... Nfd5  33. Ke2  33... Nc3+  34. Kd2  34... Nxd1  35. Nxd1  35... c5  36. dxc5  36... Rxc5  37. Nc3  37... f5  38. f4  38... Kf6  39. Ke3  39... Rc8  40. Ne2  40... Rd8  41. Nd4  41... Rg8  42. Ne2  42... Ke7  43. Kf3  43... Kd6  44. Ke3  44... Kc5  45. Kf3  45... Nc6  46. Nc3  46... Nd4+  47. Ke3  47... Rxg3+  48. Kd2  48... Rg4  49. Kd3  49... Rxh4  50. Nd1  50... Rh3+  51. Ne3  51... h5  52. Kd2  52... Rh2+  53. Kd3  53... h4  0-1,Queens-Gambit-Accepted-Rosenthal-Variation
32,32,55216172841,1500+10,rapid,90.35,84.64,1675,2334,win,resigned,OwenL5,1997Lhy,453.0,272.0,54.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2744.0,41.0,2334.0,373.0,60.0,30.0,2505.0,1408.0,1279.0,204.0,2321.0,61.0,42.0,1.0,3192.0,41.0,1670.0,1. d4  1... Nf6  2. c4  2... g6  3. Nf3  3... Bg7  4. g3  4... d5  5. cxd5  5... Nxd5  6. Bg2  6... O-O  7. O-O  7... c6  8. e4  8... Nb6  9. Nc3  9... Bg4  10. e5  10... Na6  11. a3  11... Qd7  12. Bf4  12... Rad8  13. Ne2  13... c5  14. dxc5  14... Nxc5  15. Qc2  15... Ne6  16. Rfd1  16... Qb5  17. Ned4  17... Nxd4  18. Rxd4  18... Rc8  19. a4  19... Rxc2  20. axb5  20... Rxb2  21. Nd2  21... Rxb5  22. Rxa7  22... Rc8  23. Rxb7  23... Bxe5  24. Bxe5  24... Rxe5  25. Rxg4  1-0,Kings-Indian-Defense-3.Nf3-Bg7-4.g3
33,33,29470172619,60,bullet,NULL,NULL,2603,2700,timeout,win,1999x,3arthb3nder,23.0,6.0,1.0,2628.0,399.0,310.0,74.0,2603.0,272.0,159.0,24.0,3105.0,35.0,1983.0,4.0,1.0,0.0,2736.0,376.0,194.0,43.0,2702.0,743.0,430.0,89.0,1234.0,NULL,2321.0,1. d4  1... e5  2. c4  2... exd4  3. Qxd4  3... Nc6  4. Qd2  4... Nf6  5. Nc3  5... Bb4  6. f3  6... O-O  7. e4  7... Ne5  8. b3  8... Nh5  9. Bb2  9... Qh4+  10. Qf2  10... Qxf2+  11. Kxf2  11... Bc5+  12. Ke1  12... Nf4  13. Rd1  13... d6  14. Nd5  14... Nxd5  15. Rxd5  15... Bb4+  16. Kd1  16... c6  17. Rd4  17... f5  0-1,Englund-Gambit
34,34,430853881,1/1209600,daily,NULL,NULL,1346,1054,win,checkmated,kywoloh,1a1kasosa1ka,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1. g4  1... g5  2. e3  2... d5  3. d4  3... e6  4. Qd2  4... Bd7  5. Qa5  5... Ke7  6. Qb4+  6... Kf6  7. Qxb7  7... Ba4  8. Qxa8  8... Bxc2  9. Qxa7  9... Nc6  10. Qa6  10... Kg7  11. Qxc6  11... Qb8  12. Qxc2  12... Qb4+  13. Nc3  13... Nf6  14. Bd2  14... Nxg4  15. O-O-O  15... Qa3  16. bxa3  16... h5  17. Nh3  17... f6  18. Nb5  18... Bxa3+  19. Nxa3  19... Nxf2  20. Nxf2  20... Ra8  21. Qxc7+  21... Kh6  22. Bd3  22... f5  23. Ba5  23... h4  24. Bb5  24... g4  25. Qd7  25... Rg8  26. Qh7+  26... Kxh7  27. Bd7  27... Rg7  28. Bxe6  28... Rg5  29. Bd8  29... Rg6  30. Nb5  30... Rxe6  31. Nc7  31... Rxe3  32. Nxd5  32... Ra3  33. Nf6+  33... Kg6  34. h3  34... Rxa2  35. Kb1  35... Rxf2  36. hxg4  36... Rf4  37. Rxh4  37... Rf2  38. Rh8  38... Rh2  39. gxf5+  39... Kxf5  40. Re8  40... Kg6  41. Rg1+  41... Kf5  42. Rg4  42... Rd2  43. Rge4  43... Kg5  44. R8e5+  44... Kg6  45. Rg4+  45... Kf7  46. Re7+  46... Kxf6  47. Rd7+  47... Ke6  48. Rgg7  48... Kf5  49. d5  49... Ke4  50. d6  50... Rd1+  51. Kb2  51... Kf3  52. Rc7  52... Rxd6  53. Bg5  53... Kg2  54. Rc2+  54... Kf1  55. Rh7  55... Rg6  56. Rh1#  1-0,Grob-Opening-Double-Grob-Variation
35,35,56599810427,180,blitz,49.96,72.05,873,976,timeout,win,RITOMAN1,1ab2jmxx1444,10.0,27.0,3.0,873.0,0.0,3.0,0.0,905.0,0.0,2.0,0.0,800.0,NULL,1089.0,243.0,230.0,32.0,976.0,695.0,703.0,68.0,1033.0,231.0,225.0,11.0,2120.0,31.0,337.0,1. d4  1... d5  2. c4  2... c6  3. Be3  3... Nf6  4. Nf3  4... Nbd7  5. Nbd2  5... e6  6. Ne5  6... Be7  7. Nef3  7... O-O  8. Bf4  8... Nh5  9. e3  9... f6  10. Bd3  10... g5  11. Rf1  11... gxf4  12. exf4  12... Nxf4  13. Qb3  13... Nxg2+  14. Kd1  14... Nb6  15. Be2  15... Kh8  16. Qe3  16... f5  17. Qf4  17... Bg5  18. Nxg5  18... Nxf4  19. Bh5  19... Qxg5  20. Ne4  20... Qxh5+  21. Kd2  21... dxe4  22. Rae1  22... Qf3  23. Rg1  23... Qd3+  0-1,Slav-Defense
36,36,56853639653,1200,rapid,NULL,NULL,891,467,win,abandoned,johnyduff,1d69h,460.0,105.0,22.0,656.0,294.0,98.0,17.0,636.0,19.0,3.0,0.0,412.0,NULL,467.0,64.0,74.0,10.0,266.0,13.0,14.0,0.0,391.0,1.0,1.0,0.0,495.0,0.0,891.0,1. d4  1... d5  2. Bf4  2... e5  3. dxe5  3... f6  4. Nc3  4... fxe5  5. Bxe5  5... Bd6  6. Bxg7  6... d4  7. Nb5  7... d3  8. Qxd3  8... Nf6  9. Bxh8  1-0,Queens-Pawn-Opening-Accelerated-London-System
37,37,56441469907,600,rapid,NULL,NULL,446,620,kingofthehill,win,1d79h,1d69h,11.0,45.0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,537.0,11.0,467.0,64.0,74.0,10.0,266.0,13.0,14.0,0.0,391.0,1.0,1.0,0.0,495.0,0.0,229.0,1. e4  1... d5  2. exd5  2... e6  3. dxe6  3... Bxe6  4. Qe2  4... Kd7  5. Qxe6+  5... Kxe6  6. Bc4+  6... Ke5#  0-1,Scandinavian-Defense-2.exd5
38,38,56924447241,300,blitz,NULL,NULL,1032,808,win,timeout,Mikica977,1good2better,889.0,860.0,52.0,1032.0,1432.0,1412.0,74.0,791.0,2.0,4.0,0.0,607.0,15.0,966.0,34.0,40.0,3.0,808.0,1611.0,1710.0,178.0,678.0,46.0,42.0,3.0,1057.0,20.0,1285.0,1. e4  1... e5  2. Nf3  2... d6  3. d4  3... f6  4. dxe5  4... fxe5  5. Bc4  5... Bg4  6. O-O  6... Nc6  7. h3  7... Bxf3  8. Qxf3  8... Qf6  9. Qb3  9... O-O-O  10. Be3  10... Nge7  11. Nc3  11... Ng6  12. Bd5  12... Nge7  13. Bxc6  13... Nxc6  14. Nd5  14... Qf7  15. c4  15... Nd4  16. Bxd4  16... exd4  17. Qd3  17... c6  18. Nb4  18... c5  19. Nd5  19... Qg6  20. f4  20... Be7  21. f5  21... Qf7  22. Rab1  22... Rhg8  23. b4  23... g6  24. f6  24... Bxf6  25. Rxf6  25... Qe8  26. bxc5  26... dxc5  27. Qb3  27... Rd7  28. Rff1  28... Rf8  29. Nf6  29... Rxf6  30. Rxf6  30... Qxe4  31. Rf8+  31... Rd8  32. Rxd8+  32... Kxd8  33. Qxb7  33... Qe3+  34. Kh1  1-0,Philidor-Defense-3.d4
39,39,56892575507,60,bullet,NULL,NULL,1610,1648,checkmated,win,1gymchess,dragonero64,17.0,7.0,0.0,1364.0,9.0,2.0,1.0,1610.0,228.0,182.0,20.0,NULL,NULL,NULL,NULL,NULL,NULL,2250.0,3149.0,3728.0,254.0,1727.0,98.0,87.0,3.0,NULL,NULL,1578.0,1. e4  1... c5  2. Nc3  2... Nc6  3. Nf3  3... g6  4. d4  4... cxd4  5. Nxd4  5... Bg7  6. Be3  6... Nf6  7. Be2  7... O-O  8. Qd2  8... d5  9. exd5  9... Nxd5  10. Nxc6  10... bxc6  11. Nxd5  11... cxd5  12. O-O  12... e5  13. f4  13... d4  14. Bf2  14... e4  15. c3  15... e3  16. Bxe3  16... dxe3  17. Qxe3  17... Re8  18. Qf3  18... Rb8  19. Rfd1  19... Qb6+  20. Kh1  20... Qxb2  21. c4  21... Qxe2  22. Qxe2  22... Rxe2  23. Rd8+  23... Bf8  24. Rad1  24... Kg7  25. h3  25... Rbb2  26. Rxc8  26... Rxg2  27. Rdd8  27... Be7  28. Rd7  28... Bh4  29. Rdd8  29... Bg3  30. Rg8+  30... Kh6  31. Rc5  31... Rh2+  32. Kg1  32... Rbg2+  33. Kf1  33... Rf2+  34. Ke1  34... Rxa2+  35. Kd1  35... Rh1#  0-1,Sicilian-Defense-Closed-Traditional-Line-3.Nf3
40,40,56812791017,300,blitz,NULL,NULL,311,315,win,timeout,1hess1,jDboy8,1.0,2.0,4.0,311.0,35.0,31.0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,662.0,58.0,66.0,5.0,362.0,100.0,130.0,2.0,697.0,1.0,3.0,0.0,NULL,NULL,250.0,1. e4  1... d5  2. e5  2... d4  3. d3  3... Qd5  4. h4  4... Qxe5+  5. Be2  5... Bg4  6. h5  6... Nf6  7. f3  7... Bxh5  8. Nh3  8... Qg3+  9. Nf2  9... Qxg2  10. Bf1  10... Qg3  11. Rh3  11... Qg6  12. Be2  12... Qf5  13. f4  13... e5  14. Bxh5  14... Nxh5  15. Rxh5  15... Qe6  16. Rxe5  16... Qxe5+  17. fxe5  17... Bc5  18. Ng4  18... O-O  19. Qf3  19... Nd7  20. Qxb7  20... Rae8  21. Qb5  21... Rd8  22. Qc6  22... Bb4+  23. Bd2  23... Bd6  24. exd6  24... Nb8  25. dxc7  25... Nxc6  26. c8=Q  26... Rxc8  27. c4  27... Rce8+  28. Kf1  28... Nb4  29. Bxb4  29... f5  30. Bxf8  30... Rxf8  31. Ne5  31... f4  32. Kf2  32... Rf5  33. Nf3  33... g5  34. Nxd4  34... Rc5  35. b3  35... g4  36. Ne6  36... Re5  37. Nxf4  37... Rf5  38. Kg3  38... Re5  39. Nd2  39... Re3+  40. Kxg4  40... Kg7  41. c5  41... Re5  42. c6  42... Re8  43. Nh5+  43... Kh6  44. Nf6  44... Rc8  45. Rc1  45... a5  46. c7  46... a4  47. bxa4  47... Kg6  48. Nfe4  48... h5+  49. Kh4  49... Rf8  50. c8=Q  50... Rf4+  51. Kg3  1-0,Scandinavian-Defense
41,41,56729959793,300,blitz,NULL,NULL,1251,1204,win,timeout,1qasd,samyakbannore,13.0,9.0,3.0,1251.0,1039.0,959.0,142.0,NULL,NULL,NULL,NULL,424.0,NULL,1317.0,205.0,178.0,4.0,1178.0,1975.0,1991.0,135.0,837.0,0.0,1.0,0.0,NULL,NULL,1058.0,1. e4  1... c5  2. d4  2... cxd4  3. Qxd4  3... Nc6  4. Qa4  4... e6  5. Bb5  5... Nf6  6. Nc3  6... a6  7. Bxc6  7... bxc6  8. Bg5  8... Be7  9. Nf3  9... h6  10. Bh4  10... Qb6  11. Qb3  11... Qc7  12. Bg3  12... Qa7  13. O-O  13... O-O  14. e5  14... Nh5  15. Ne4  15... Rb8  16. Qc3  16... Bb4  17. Qd4  17... Qxd4  18. Nxd4  18... Nxg3  19. Nxg3  19... Bc5  20. Nb3  20... Bb6  21. Kh1  21... Bc7  22. f4  22... a5  23. Rab1  23... a4  24. Nc5  24... Bb6  25. Nxa4  25... Bd4  26. Nc3  26... Ba6  27. Rfd1  27... Be3  28. Nce2  28... Rb7  29. b3  29... Rfb8  30. c4  30... Bxc4  31. Re1  31... Bxe2  32. Rxe2  32... Bxf4  33. Ne4  33... Bxe5  34. Nc5  34... Bf6  35. Nxb7  35... Rxb7  36. h3  36... Ra7  37. Kh2  37... Kh7  38. a4  38... Kg6  39. Re4  39... Kf5  40. Rc4  40... g5  41. Rd1  41... Be5+  42. g3  42... Rb7  43. Rd3  43... h5  44. Rf3+  44... Kg6  45. Rc5  45... Bd6  46. Rcc3  46... Rb4  47. Rcd3  47... Bc7  48. Rxd7  48... g4  49. hxg4  49... hxg4  50. Rfd3  1-0,Sicilian-Defense-Smith-Morra-Gambit-2...cxd4-3.Qxd4-Nc6
42,42,56819462717,300,blitz,74.45,84.87,683,747,checkmated,win,jazmyn2,1saacNewton,NULL,NULL,NULL,683.0,0.0,1.0,0.0,NULL,NULL,NULL,NULL,808.0,0.0,1113.0,107.0,88.0,17.0,747.0,27.0,36.0,6.0,579.0,12.0,20.0,0.0,1543.0,20.0,NULL,1. e4  1... e6  2. d4  2... d5  3. exd5  3... exd5  4. Qe2+  4... Be7  5. Nc3  5... Nf6  6. Bg5  6... O-O  7. f4  7... Bb4  8. Nf3  8... c6  9. O-O-O  9... Bxc3  10. bxc3  10... Nbd7  11. Ne5  11... Nxe5  12. fxe5  12... Bg4  13. Qf2  13... Ne4  14. Qe3  14... Nxg5  15. h4  15... Ne4  16. c4  16... Bxd1  17. Kxd1  17... dxc4  18. Qxe4  18... b5  19. h5  19... Qg5  20. Rh3  20... Rad8  21. c3  21... c5  22. a4  22... cxd4  23. cxd4  23... h6  24. axb5  24... Rxd4+  25. Qxd4  25... Rd8  26. Qxd8+  26... Qxd8+  27. Kc2  27... Qd4  28. b6  28... axb6  29. e6  29... Qf2+  30. Kc3  30... Qxf1  31. Re3  31... fxe6  32. Rxe6  32... Qd3+  33. Kb4  33... Qb3#  0-1,French-Defense-Exchange-Variation-3...exd5
